"id","name","parent_id","date"
"113","봄, 여름, 가을, 겨울... 그리고 봄",\N,"2003-08-14"
"114","Pretty Woman",\N,"1990-03-23"
"115","The Big Lebowski","159369","1998-03-06"
"116","Match Point",\N,"2005-05-12"
"117","The Untouchables",\N,"1987-06-02"
"118","Charlie and the Chocolate Factory",\N,"2005-07-15"
"120","The Lord of the Rings: The Fellowship of the Ring","119","2001-12-19"
"121","The Lord of the Rings: The Two Towers","119","2002-12-18"
"122","The Lord of the Rings: The Return of the King","119","2003-12-17"
"123","The Lord of the Rings",\N,"1978-11-15"
"124","Bez Końca",\N,"1985-06-17"
"125","Dworzec",\N,"1980-01-01"
"126","Krótki dzień pracy",\N,"1981-08-06"
"127","Przypadek",\N,"1987-01-01"
"128","もののけ姫",\N,"1997-04-12"
"129","千と千尋の神隠し",\N,"2001-07-20"
"130","ゲド戦記 Gedo Senki",\N,"2006-07-29"
"132","Gimme Shelter",\N,"1970-12-06"
"133","Primary",\N,"1960-01-01"
"134","O Brother, Where Art Thou?",\N,"2000-05-13"
"135","Dont Look Back",\N,"1967-05-17"
"136","Freaks",\N,"1932-02-20"
"137","Groundhog Day",\N,"1993-02-12"
"138","Dracula",\N,"1931-01-01"
"139","Mifunes Sidste Sang",\N,"1999-05-27"
"140","La Mala Educación",\N,"2004-05-12"
"141","Donnie Darko",\N,"2001-01-19"
"142","Brokeback Mountain",\N,"2005-12-09"
"143","All Quiet on the Western Front",\N,"1930-04-29"
"144","Der Himmel über Berlin",\N,"1987-09-23"
"145","Breaking The Waves","498","1996-05-18"
"146","臥虎藏龍",\N,"2000-07-06"
"147","Les quatre cents coups",\N,"1959-05-04"
"148","La Vida Secreta De Las Palabras",\N,"2005-10-21"
"149","アキラ",\N,"1988-07-16"
"150","48 Hrs.","117790","1982-12-10"
"152","Star Trek - The Motion Picture","151","1979-12-07"
"153","Lost in Translation",\N,"2003-08-29"
"154","Star Trek II - The Wrath of Khan","151","1982-06-04"
"155","The Dark Knight","158459","2008-07-18"
"156","Wilbur Begår Selvmord",\N,"2003-09-18"
"157","Star Trek III - The Search for Spock","151","1984-06-01"
"158","Knockin' On Heaven's Door",\N,"1997-02-20"
"159","Der bewegte Mann",\N,"1994-10-06"
"160","L'Arrivée d'un train à la Ciotat",\N,"1895-12-28"
"161","Ocean's Eleven","304","2001-12-07"
"162","Edward Scissorhands",\N,"1990-12-14"
"163","Ocean's Twelve","304","2004-12-10"
"164","Breakfast at Tiffany's",\N,"1961-10-05"
"165","Back to the Future Part II","264","1989-11-22"
"166","La Boum","66952","1980-12-17"
"167","K-Pax",\N,"2001-10-22"
"168","Star Trek IV - The Voyage Home","151","1986-11-26"
"169","Predator 2","399","1990-11-21"
"170","28 Days Later","1565","2002-11-01"
"171","La Boum 2","66952","1982-01-01"
"172","Star Trek V - The Final Frontier","151","1989-06-09"
"173","20,000 Leagues Under the Sea",\N,"1954-12-23"
"174","Star Trek VI - The Undiscovered Country","151","1991-12-06"
"175","Le Grand Bleu",\N,"1988-05-11"
"176","Saw","656","2004-10-29"
"177","The Fisher King",\N,"1991-09-20"
"178","Blown Away",\N,"1994-07-01"
"179","The Interpreter",\N,"2005-03-11"
"180","Minority Report","102091","2002-06-21"
"182","The Good German",\N,"2006-12-08"
"183","The Wizard",\N,"1989-12-15"
"184","Jackie Brown",\N,"1997-12-25"
"185","A Clockwork Orange",\N,"1971-12-19"
"186","Lucky Number Slevin",\N,"2006-02-24"
"187","Sin City","188","2005-04-01"
"189","Sin City: A Dame to Kill For","188","2014-08-19"
"190","Das Dorf der Freundschaft",\N,"2001-08-25"
"191","Die Innere Sicherheit",\N,"2001-02-01"
"192","Der Name der Rose",\N,"1986-09-24"
"193","Star Trek  - Generations","151","1994-11-18"
"194","Le fabuleux destin d'Amélie Poulain",\N,"2001-04-25"
"195","Trouble in Paradise",\N,"1932-10-21"
"196","Back to the Future Part III","264","1990-05-25"
"197","Braveheart",\N,"1995-05-24"
"198","To Be or Not To Be",\N,"1942-03-06"
"199","Star Trek - First Contact","151","1996-11-22"
"200","Star Trek - Insurrection","151","1998-12-11"
"201","Star Trek - Nemesis","151","2002-12-13"
"203","Mean Streets",\N,"1973-10-02"
"204","Le Salaire de la Peur",\N,"1953-04-22"
"205","Hotel Rwanda",\N,"2004-09-11"
"206","Paradise Found",\N,"2003-01-01"
"207","Dead Poets Society",\N,"1989-06-02"
"211","Berlin is in Germany",\N,"2001-11-01"
"212","Arsenic and Old Lace",\N,"1944-09-23"
"213","North by Northwest",\N,"1959-07-28"
"214","Saw 3","656","2006-10-27"
"215","Saw 2","656","2005-10-28"
"216","Angst essen Seele auf",\N,"1974-03-05"
"217","Indiana Jones and the Kingdom of the Crystal Skull","84","2008-05-18"
"218","The Terminator","528","1984-10-26"
"219","Volver",\N,"2006-03-17"
"220","East of Eden",\N,"1955-03-09"
"221","Rebel Without a Cause",\N,"1955-10-27"
"222","Berlin. Die Sinfonie der Großstadt",\N,"1927-09-23"
"223","Rebecca",\N,"1940-04-12"
"224","Człowiek z marmuru","69050","1977-02-25"
"225","Człowiek z żelaza","69050","1981-07-27"
"226","Boys Don't Cry",\N,"1999-10-08"
"227","The Outsiders",\N,"1983-03-25"
"228","Der blaue Engel",\N,"1930-04-01"
"229","Bride of Frankenstein","61677","1935-04-22"
"231","Syriana",\N,"2005-12-09"
"232","Rumble Fish",\N,"1983-10-08"
"233","The Wanderers",\N,"1979-07-13"
"234","Das Cabinet des Dr. Caligari",\N,"1920-02-26"
"235","Stand By Me",\N,"1986-08-08"
"236","Muriel's Wedding",\N,"1995-03-10"
"237","Young Adam",\N,"2003-09-26"
"238","The Godfather","230","1972-03-15"
"239","Some Like It Hot",\N,"1959-03-28"
"240","The Godfather Part II","230","1974-12-12"
"241","Natural Born Killers",\N,"1994-08-26"
"242","The Godfather Part III","230","1990-12-25"
"243","High Fidelity",\N,"2000-03-31"
"244","King Kong",\N,"1933-03-02"
"245","About a boy",\N,"2002-05-17"
"246","座頭市",\N,"2003-09-02"
"247","The Killing",\N,"1956-05-20"
"248","Pocketful of Miracles",\N,"1961-12-19"
"249","The War of the Roses",\N,"1989-12-04"
"250","I Kina spiser de hunde","14791","1999-09-10"
"251","Ghost",\N,"1990-07-13"
"252","Willy Wonka and the Chocolate Factory",\N,"1971-06-30"
"253","Live and Let Die","645","1973-07-05"
"254","King Kong",\N,"2005-12-14"
"255","Baisers volés",\N,"1968-08-14"
"256","Antoine et Colette","8773","1962-06-22"
"257","Oliver Twist",\N,"2005-09-23"
"258","Domicile Conjugal",\N,"1970-09-09"
"259","L'Amour en Fuite",\N,"1979-01-24"
"260","The 39 Steps",\N,"1935-08-01"
"261","Cat on a Hot Tin Roof",\N,"1958-09-18"
"262","The King of Comedy",\N,"1983-02-18"
"265","Lili Marleen",\N,"1981-01-14"
"266","Le mépris",\N,"1963-10-29"
"267","Carne Trémula",\N,"1997-10-29"
"268","Batman","263","1989-06-23"
"269","À bout de souffle",\N,"1960-03-16"
"270","Wir sagen Du! Schatz.",\N,"2007-11-01"
"271","Ronja Rövardotter",\N,"1984-12-13"
"272","Batman Begins","158459","2005-06-17"
"273","Das weisse Rauschen",\N,"2002-01-31"
"274","The Silence of the Lambs","9743","1991-02-13"
"275","Fargo",\N,"1996-03-08"
"276","Die fetten Jahre sind vorbei",\N,"2004-11-25"
"277","Underworld","2326","2003-09-19"
"278","The Shawshank Redemption",\N,"1994-09-10"
"279","Amadeus",\N,"1984-09-19"
"280","Terminator 2: Judgment Day","528","1991-07-03"
"281","Strange Days",\N,"1995-01-26"
"284","The Apartment",\N,"1960-06-15"
"285","Pirates of the Caribbean: At World's End","295","2007-05-19"
"286","Deutschland - ein Sommermärchen",\N,"2006-10-03"
"287","Bull Durham",\N,"1988-06-15"
"288","High Noon",\N,"1952-07-25"
"289","Casablanca",\N,"1942-11-26"
"290","Barton Fink",\N,"1991-08-23"
"291","Riding Giants",\N,"2004-07-09"
"292","Dave Chappelle's Block Party",\N,"2006-03-03"
"293","A River Runs Through It",\N,"1992-08-09"
"294","Desert Hearts",\N,"1985-01-01"
"296","Terminator 3: Rise of the Machines","528","2003-07-02"
"297","Meet Joe Black",\N,"1998-11-13"
"298","Ocean's Thirteen","304","2007-06-08"
"299","Ocean's Eleven",\N,"1960-08-10"
"300","La Science des Rêves",\N,"2006-08-16"
"301","Rio Bravo",\N,"1959-03-18"
"302","Swimming Pool",\N,"2003-05-18"
"303","Notorious",\N,"1946-08-15"
"306","Beverly Hills Cop III","305","1994-05-25"
"307","Roma, Città Aperta",\N,"1945-09-27"
"308","Broken Flowers",\N,"2005-08-05"
"309","Festen",\N,"1998-05-20"
"310","Bruce Almighty","98616","2003-05-23"
"311","Once Upon a Time in America",\N,"1984-06-01"
"312","Jenseits der Stille",\N,"1996-12-19"
"313","Snow Cake",\N,"2006-02-09"
"314","Catwoman",\N,"2004-07-23"
"315","Faster Pussycat! Kill! Kill!",\N,"1965-08-06"
"316","Halbe Treppe",\N,"2002-02-12"
"317","Grbavica",\N,"2006-02-12"
"318","The Million Dollar Hotel",\N,"2000-02-18"
"319","True Romance",\N,"1993-09-10"
"320","Insomnia",\N,"2002-05-03"
"321","Mambo Italiano",\N,"2003-06-06"
"322","Mystic River",\N,"2003-10-15"
"326","Snakes on a Plane",\N,"2006-08-18"
"327","Brother",\N,"2001-07-20"
"329","Jurassic Park","328","1993-06-11"
"330","The Lost World: Jurassic Park","328","1997-05-22"
"331","Jurassic Park III","328","2001-07-18"
"332","Inspector Gadget","217450","1999-07-23"
"333","Bollywood/Hollywood",\N,"2002-01-01"
"334","Magnolia",\N,"2000-01-07"
"335","C'era una volta il West",\N,"1968-12-21"
"336","Giù la testa",\N,"1971-10-29"
"337","Monsieur Ibrahim et les fleurs du Coran",\N,"2003-12-03"
"338","Good Bye, Lenin!",\N,"2003-02-18"
"339","Night on Earth",\N,"1991-12-12"
"340","Everything Is Illuminated",\N,"2005-09-16"
"341","A Crime",\N,"2006-10-11"
"342","Sommersturm",\N,"2004-09-02"
"343","Harold and Maude",\N,"1971-12-20"
"344","Bang Boom Bang",\N,"1999-08-26"
"345","Eyes Wide Shut",\N,"1999-07-13"
"346","七人の侍",\N,"1954-04-26"
"347","Menschen am Sonntag",\N,"1930-02-04"
"348","Alien","8091","1979-05-25"
"349","Crustacés Et Coquillages",\N,"2005-03-30"
"350","The Devil Wears Prada",\N,"2006-06-30"
"351","Sehnsucht",\N,"2006-08-19"
"363","Gegen die Wand",\N,"2004-02-12"
"364","Batman Returns","263","1992-06-19"
"377","A Nightmare on Elm Street","10182","1984-11-09"
"378","Raising Arizona",\N,"1987-03-13"
"379","Miller's Crossing",\N,"1990-09-21"
"380","Rain Man",\N,"1988-12-12"
"381","To Catch a Thief",\N,"1955-08-05"
"383","Mala Noche",\N,"1985-01-01"
"387","Das Boot",\N,"1981-09-17"
"388","Inside Man",\N,"2006-03-23"
"389","12 Angry Men",\N,"1957-04-13"
"390","Lisbon Story",\N,"1994-12-16"
"391","Per un pugno di dollari","26193","1964-09-12"
"392","Chocolat",\N,"2000-12-15"
"393","Kill Bill Vol. 2","2883","2004-04-16"
"395","AVP: Alien vs. Predator","14727","2004-08-13"
"396","Who's Afraid of Virginia Woolf?",\N,"1966-06-21"
"397","French Kiss",\N,"1995-05-05"
"398","Capote",\N,"2005-09-30"
"400","Things to Do in Denver When You're Dead",\N,"1995-12-01"
"401","Garden State",\N,"2004-07-28"
"402","Basic Instinct","14118","1992-03-20"
"403","Driving Miss Daisy",\N,"1989-12-15"
"404","The Straight Story",\N,"1999-10-15"
"405","La Strada",\N,"1954-09-06"
"406","La Haine",\N,"1995-05-31"
"407","Kurz und schmerzlos",\N,"1998-08-08"
"408","Snow White and the Seven Dwarfs",\N,"1937-12-21"
"409","The English Patient",\N,"1996-11-06"
"410","Sommer vorm Balkon",\N,"2006-01-06"
"411","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","420","2005-12-08"
"414","Batman Forever","263","1995-06-16"
"415","Batman & Robin","263","1997-06-20"
"419","Vom Suchen und Finden der Liebe",\N,"2005-01-27"
"421","The Life Aquatic With Steve Zissou",\N,"2004-12-25"
"422","8 1/2",\N,"1963-03-14"
"423","The Pianist",\N,"2002-05-24"
"424","Schindler's List",\N,"1993-11-30"
"425","Ice Age","8354","2002-03-15"
"426","Vertigo",\N,"1958-05-09"
"427","Mon Oncle",\N,"1958-05-11"
"428","Sommer '04",\N,"2006-10-11"
"429","Il buono, il brutto, il cattivo","26193","1966-12-23"
"430","One, Two, Three",\N,"1961-12-15"
"431","Cube","432","1997-09-11"
"433","Mary Poppins","172538","1964-08-29"
"434","Knallhart",\N,"2006-03-03"
"435","The Day After Tomorrow",\N,"2004-05-17"
"436","Maria, llena eres de gracia",\N,"2004-01-18"
"437","Cube 2: Hypercube","432","2002-01-01"
"438","Cube Zero","432","2004-10-15"
"439","La dolce vita",\N,"1960-02-03"
"441","Human Nature",\N,"2001-05-18"
"442","Populärmusik från Vittula",\N,"2004-09-19"
"445","Caché",\N,"2005-05-14"
"446","Lichter",\N,"2003-02-11"
"451","Leaving Las Vegas",\N,"1995-10-27"
"452","Idioterne","498","1998-05-20"
"453","A Beautiful Mind",\N,"2001-12-13"
"454","Romeo + Juliet",\N,"1996-11-01"
"455","Bend It Like Beckham",\N,"2002-04-02"
"457","Sissi","456","1955-12-23"
"458","Sissi - Die junge Kaiserin","456","1956-12-19"
"459","Sissi - Schicksalsjahre einer Kaiserin","456","1957-12-19"
"460","Alles auf Zucker!",\N,"2005-01-06"
"462","Erin Brockovich",\N,"2000-03-14"
"463","Sin City 3: Hell and Back","188",\N
"464","Så som i himmelen",\N,"2004-09-03"
"465","36 Fillette",\N,"1988-03-23"
"466","Klute",\N,"1971-06-21"
"467","The Hole",\N,"2001-04-20"
"468","My Own Private Idaho",\N,"1991-10-18"
"469","Stranger Than Paradise",\N,"1984-05-01"
"470","21 Grams",\N,"2003-09-05"
"471","Bandyta",\N,"1997-01-01"
"473","π",\N,"1998-07-10"
"475","Bonnie and Clyde",\N,"1967-08-04"
"476","Drugstore Cowboy",\N,"1989-10-06"
"479","Shaft","495","2000-06-16"
"480","Monsoon Wedding",\N,"2001-08-30"
"481","7 vírgenes",\N,"2004-11-09"
"482","Shaft","495","1971-07-02"
"483","Wild at Heart",\N,"1990-08-17"
"488","The African Queen",\N,"1951-12-23"
"489","Good Will Hunting",\N,"1997-12-02"
"490","Det sjunde inseglet",\N,"1957-02-16"
"491","Ghettokids – Brüder ohne Heimat",\N,"2002-07-04"
"492","Being John Malkovich",\N,"1999-09-02"
"493","Shaft's Big Score","495","1972-06-18"
"494","Shaft in Africa","495","1973-06-14"
"496","Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan","280720","2006-11-01"
"497","The Green Mile",\N,"1999-12-10"
"499","Cléo de cinq à sept",\N,"1962-04-11"
"500","Reservoir Dogs",\N,"1992-10-23"
"501","Grizzly Man",\N,"2005-08-12"
"502","Fail-Safe",\N,"1964-10-07"
"503","Poseidon",\N,"2006-05-12"
"504","Monster",\N,"2003-11-16"
"505","Johnny Handsome",\N,"1989-09-12"
"506","Marnie",\N,"1964-07-22"
"507","Killing Zoe",\N,"1994-08-19"
"508","Love Actually",\N,"2003-09-07"
"509","Notting Hill",\N,"1999-05-13"
"510","One Flew Over The Cuckoo's Nest",\N,"1975-11-19"
"511","Ziemia obiecana",\N,"1975-02-21"
"512","Scoop",\N,"2006-07-28"
"513","Fire","7505","1996-01-01"
"521","Dial M For Murder",\N,"1954-05-29"
"522","Ed Wood",\N,"1994-09-28"
"523","Requiem",\N,"2006-02-16"
"524","Casino",\N,"1995-11-22"
"525","The Blues Brothers",\N,"1980-06-20"
"526","Ladyhawke",\N,"1985-04-12"
"527","Once Were Warriors",\N,"1995-09-14"
"530","Wallace & Gromit: A Grand Day Out","529","1989-11-04"
"531","Wallace & Gromit in The Wrong Trousers","529","1993-12-26"
"532","Wallace & Gromit in A Close Shave","529","1995-12-24"
"533","Wallace & Gromit: The Curse of the Were-Rabbit","529","2005-10-05"
"534","Terminator Salvation","528","2009-05-22"
"535","Flashdance",\N,"1983-07-10"
"536","Stuttgart Shanghai",\N,"2007-03-01"
"537","Je ne suis pas là pour être aimé",\N,"2005-10-12"
"538","Janine F.",\N,"2004-02-11"
"539","Psycho","12687","1960-06-16"
"540","D.E.B.S.",\N,"2004-01-22"
"541","The Man with the Golden Arm",\N,"1955-12-14"
"542","El Crimen del Padre Amaro",\N,"2002-10-25"
"543","Blackmail",\N,"1929-06-30"
"544","There's Something About Mary",\N,"1998-07-15"
"546","Transamerica",\N,"2005-12-23"
"547","The Horse Whisperer",\N,"1998-05-15"
"548","羅生門",\N,"1950-08-25"
"549","Basquiat",\N,"1996-08-09"
"550","Fight Club",\N,"1999-09-10"
"551","The Poseidon Adventure",\N,"1972-12-12"
"552","Pane e Tulipani",\N,"2001-12-21"
"553","Dogville","1952","2003-05-19"
"554","Кукушка",\N,"2002-06-26"
"555","Absolut",\N,"2005-04-20"
"557","Spider-Man","89988","2002-04-30"
"558","Spider-Man 2","89988","2004-06-30"
"559","Spider-Man 3","89988","2007-04-16"
"560","Secret Beyond the Door",\N,"1948-01-15"
"561","Constantine",\N,"2005-02-08"
"562","Die Hard","1570","1988-07-15"
"563","Starship Troopers","10522","1997-11-07"
"564","The Mummy","1733","1999-05-07"
"565","The Ring","35914","2002-10-02"
"566","Shadow of a Doubt",\N,"1943-01-12"
"567","Rear Window",\N,"1954-08-04"
"568","Apollo 13",\N,"1995-06-22"
"569","Romance",\N,"1999-09-17"
"570","À ma soeur!",\N,"2001-03-07"
"571","The Birds",\N,"1963-03-28"
"572","Naboer",\N,"2005-03-10"
"573","Frenzy",\N,"1972-04-14"
"574","The Man Who Knew Too Much",\N,"1956-06-01"
"575","Das Experiment",\N,"2001-03-08"
"576","The Wild Bunch",\N,"1969-07-18"
"577","To Die For",\N,"1995-09-27"
"578","Jaws","2366","1975-06-20"
"579","Jaws 2","2366","1978-06-16"
"580","Jaws: The Revenge","2366","1987-07-17"
"581","Dances with Wolves",\N,"1990-11-09"
"582","Das Leben der Anderen",\N,"2006-03-15"
"583","Monty Python's Life of Brian","8857","1979-08-17"
"584","2 Fast 2 Furious","9485","2003-06-06"
"585","Monsters, Inc.","32957","2001-11-02"
"586","Wag The Dog",\N,"1997-12-25"
"587","Big Fish",\N,"2003-12-10"
"588","Silent Hill","111060","2006-04-21"
"590","The Hours",\N,"2002-12-27"
"591","The Da Vinci Code","91188","2006-05-19"
"592","The Conversation",\N,"1974-04-07"
"593","Соля́рис",\N,"1972-03-20"
"594","The Terminal",\N,"2004-06-18"
"595","To Kill a Mockingbird",\N,"1962-12-25"
"596","The Grapes of Wrath",\N,"1940-01-24"
"597","Titanic",\N,"1997-12-18"
"598","Cidade de Deus",\N,"2002-08-30"
"599","Sunset Boulevard",\N,"1950-08-04"
"600","Full Metal Jacket",\N,"1987-06-26"
"601","E.T. The Extra-Terrestrial",\N,"1982-05-26"
"602","Independence Day","113424","1996-06-25"
"603","The Matrix","2344","1999-03-31"
"604","The Matrix Reloaded","2344","2003-05-07"
"605","The Matrix Revolutions","2344","2003-10-27"
"606","Out of Africa",\N,"1985-12-10"
"607","Men In Black","59435","1997-07-01"
"608","Men In Black II","59435","2002-07-03"
"609","Poltergeist","10453","1982-06-04"
"612","Munich",\N,"2005-12-23"
"613","Der Untergang",\N,"2004-09-14"
"614","Smultronstället",\N,"1957-12-26"
"615","The Passion of the Christ","226063","2004-02-25"
"616","The Last Samurai",\N,"2003-12-05"
"617","Wild Things","13365","1998-03-20"
"618","The Birth Of A Nation",\N,"1915-02-08"
"619","The Bodyguard",\N,"1992-11-25"
"620","Ghostbusters","2980","1984-06-08"
"621","Grease","63421","1978-06-16"
"622","The Ninth Gate",\N,"1999-12-10"
"623","A Fish Called Wanda",\N,"1988-07-07"
"624","Easy Rider",\N,"1969-07-14"
"625","The Killing Fields",\N,"1984-11-02"
"626","Un chien andalou",\N,"1929-06-26"
"627","Trainspotting","126449","1996-02-23"
"628","Interview with the Vampire: The Vampire Chronicles",\N,"1994-11-11"
"629","The Usual Suspects",\N,"1995-08-16"
"630","The Wizard of Oz",\N,"1939-08-25"
"631","Sunrise - A Song of Two Humans",\N,"1927-09-23"
"632","Stalag 17",\N,"1953-05-29"
"633","Soldaat van Oranje",\N,"1977-01-01"
"634","Bridget Jones's Diary","8936","2001-03-13"
"635","Angel Heart",\N,"1987-03-06"
"636","THX 1138",\N,"1971-03-11"
"637","La vita è bella",\N,"1997-12-20"
"638","Lost Highway",\N,"1997-01-15"
"639","When Harry Met Sally...",\N,"1989-07-12"
"640","Catch Me If You Can",\N,"2002-12-25"
"641","Requiem for a Dream",\N,"2000-10-06"
"642","Butch Cassidy and the Sundance Kid",\N,"1969-09-24"
"643","Броненосец Потёмкин",\N,"1925-12-21"
"644","A.I. - Artificial Intelligence",\N,"2001-06-29"
"646","Dr. No","645","1962-10-05"
"647","Final Fantasy VII: Advent Children","13522","2005-09-14"
"648","La Belle et la bête",\N,"1946-10-29"
"649","Belle de Jour",\N,"1967-05-24"
"650","Boyz N The Hood",\N,"1991-07-12"
"651","M.A.S.H.",\N,"1970-01-25"
"652","Troy",\N,"2004-05-13"
"653","Nosferatu",\N,"1922-03-04"
"654","On the Waterfront",\N,"1954-07-28"
"655","Paris, Texas",\N,"1984-05-19"
"657","From Russia with Love","645","1963-10-10"
"658","Goldfinger","645","1964-09-17"
"659","Die Blechtrommel",\N,"1979-05-03"
"660","Thunderball","645","1965-12-09"
"661","Die Ehe der Maria Braun",\N,"1979-02-20"
"662","La Jetée",\N,"1962-02-16"
"663","Saw 4","656","2007-10-25"
"664","Twister",\N,"1996-05-16"
"665","Ben-Hur",\N,"1959-11-18"
"666","Central do Brasil",\N,"1998-04-03"
"667","You Only Live Twice","645","1967-06-12"
"668","On Her Majesty's Secret Service","645","1969-12-18"
"669","Nanook of the North",\N,"1922-06-11"
"670","Oldeuboi","4563","2003-11-21"
"671","Harry Potter And The Philosopher's Stone","1241","2001-11-04"
"672","Harry Potter And The Chamber Of Secrets","1241","2002-11-03"
"673","Harry Potter And The Prisoner Of Azkaban","1241","2004-05-31"
"674","Harry Potter And The Goblet Of Fire","1241","2005-11-06"
"675","Harry Potter and the Order of the Phoenix","1241","2007-07-11"
"676","Pearl Harbor",\N,"2001-05-21"
"677","Olympia - Fest der Völker","55467","1938-04-20"
"678","Out of the Past",\N,"1947-11-13"
"679","Aliens","8091","1986-07-18"
"680","Pulp Fiction",\N,"1994-05-01"
"681","Diamonds Are Forever","645","1971-12-14"
"682","The Man with the Golden Gun","645","1974-12-19"
"685","Olympia - Fest der Schönheit","55467","1938-04-25"
"686","Contact",\N,"1997-07-11"
"687","Dead Man Walking",\N,"1995-12-29"
"688","The Bridges Of Madison County",\N,"1995-09-28"
"689","Ο θίασος",\N,"1975-07-01"
"690","Pickpocket",\N,"1959-12-01"
"691","The Spy Who Loved Me","645","1977-07-07"
"692","Pink Flamingos",\N,"1972-03-12"
"693","Meet the Fockers","14571","2004-12-16"
"694","The Shining","229696","1980-05-23"
"695","Short Cuts",\N,"1993-10-01"
"696","Manhattan",\N,"1979-03-14"
"697","Октябрь",\N,"1928-03-14"
"698","Moonraker","645","1979-06-26"
"699","For Your Eyes Only","645","1981-06-24"
"700","Octopussy","645","1983-06-06"
"701","Our Hospitality",\N,"1923-11-19"
"702","A Streetcar Named Desire",\N,"1951-09-18"
"703","Annie Hall",\N,"1977-04-20"
"704","A Hard Day's Night",\N,"1964-07-06"
"705","All About Eve",\N,"1950-10-13"
"706","Fontane Effi Briest",\N,"1974-06-28"
"707","A View to a Kill","645","1985-05-22"
"708","The Living Daylights","645","1987-06-29"
"709","Licence to Kill","645","1989-06-13"
"710","GoldenEye","645","1995-11-16"
